Measured Data,,,,,,,,,,,,Obtained from measured data,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
MD,DTC,DTS,GR,DEN,NEU,RES-SHT,RES-MED,RES-DEP,Hole Size,Caliper,,Poisson,Vp (Measured),Vs (Measured),
(ft),(micro-sec/ft),(micro-sec/ft),(GRAPI),(g/cc),(PU),(Ohms-m),(Ohms-m),(Ohms-m),(Inches),(Inches),,Unitless,(km/s),(km/s),
10742.45407,77.2005,139.726,69.3279,2.5375,16.44,2.4858,5.24,2.2241,8.5,8.6485,,0.280294743,3.948160958,2.181412192,2.478516555
10742.78215,76.7927,139.1878,68.7675,2.5397,16.45,2.4837,5.1327,2.2168,8.5,8.6719,,0.281201242,3.969127274,2.189847099,2.490599036
10743.11024,76.5026,138.8658,69.205,2.5402,16.74,2.5426,4.5763,2.2085,8.5,8.6718,,0.282122682,3.984178316,2.194924884,2.499797397
10743.43832,76.4445,138.9702,68.7567,2.5403,17.58,2.6051,4.0739,2.2144,8.5,8.625,,0.283065515,3.987206405,2.193275969,2.501648074
10743.7664,76.3865,139.0748,65.6946,2.5408,18.15,2.6165,3.8329,2.216,8.5,8.625,,0.28400313,3.990233876,2.191626377,2.50330122
10744.09449,76.3693,139.2969,63.0926,2.5411,18.56,2.6113,3.6887,2.1981,8.5,8.625,,0.285125752,3.991132562,2.188131968,2.503717211
10744.42257,76.4529,139.8085,62.4926,2.5405,18.84,2.6006,3.5691,2.2,8.5,8.625,,0.286698498,3.986768324,2.180124957,2.501274752
10744.75066,76.5368,140.3201,62.028,2.5383,19.11,2.5742,3.5071,2.1814,8.5,8.6251,,0.288246608,3.98239801,2.172176331,2.499615375
10745.07874,76.739,140.8523,62.206,2.5343,19.06,2.5721,3.3491,2.1829,8.5,8.6719,,0.288936752,3.971904768,2.163968923,2.49499578
10745.40682,77.3143,141.449,61.2215,2.5301,19.19,2.5734,3.2409,2.1689,8.5,8.6718,,0.286979143,3.942349604,2.15484026,2.478484979
10745.73491,77.8896,142.0454,60.0795,2.5272,19.38,2.5658,3.2249,2.1662,8.5,8.625,,0.285019693,3.913231035,2.145792824,2.461589794
10746.06299,78.4333,142.5441,59.7412,2.526,19.13,2.5227,3.2875,2.1569,8.5,8.625,,0.282883952,3.886104499,2.138285625,2.445106621
10746.39108,78.8454,142.6345,61.0172,2.525,18.87,2.5177,3.1746,2.1443,8.5,8.625,,0.279990248,3.865793058,2.136930406,2.432808422
10746.71916,79.2574,142.7248,62.595,2.5217,18.68,2.52,3.0671,2.1444,8.5,8.625,,0.2770637,3.845697689,2.1355784,2.421745113
10747.04724,79.6238,142.7937,61.5603,2.5158,18.67,2.4907,3.0808,2.1219,8.5,8.625,,0.274380485,3.828001176,2.134547953,2.413426105
10747.37533,79.7229,142.7368,61.2544,2.5092,18.92,2.4596,3.1514,2.1249,8.5,8.625,,0.27330159,3.823242757,2.13539886,2.413594097
10747.70341,79.8219,142.6798,61.222,2.5042,19.4,2.4316,3.2322,2.106,8.5,8.625,,0.272217201,3.818500938,2.136251943,2.413005968
10748.0315,79.9159,142.6054,62.6019,2.5019,19.85,2.4475,3.1714,2.1023,8.5,8.625,,0.271087241,3.814009477,2.137366467,2.411275283
10748.35958,79.9639,142.3695,61.3619,2.5019,19.95,2.4399,3.2165,2.0968,8.5,8.625,,0.269574963,3.811720039,2.140907989,2.409827864
10748.68766,80.0119,142.1337,61.6553,2.5032,19.8,2.4226,3.3066,2.0824,8.5,8.625,,0.268048372,3.809433347,2.144459759,2.407756723
10749.01575,80.06,141.9263,63.2286,2.5045,19.67,2.4068,3.414,2.0757,8.5,8.625,,0.266642985,3.807144642,2.147593505,2.405685546
10749.34383,80.1113,142.2653,63.0806,2.5053,19.78,2.3998,3.4958,2.063,8.5,8.625,,0.267833586,3.804706702,2.142476064,2.403761163
10749.67192,80.1627,142.6043,64.7248,2.5054,20.18,2.411,3.5316,2.0626,8.5,8.6251,,0.269011798,3.802267139,2.137382954,2.40217194
10750,80.2143,142.9427,61.4483,2.5061,20.47,2.4154,3.5933,2.0621,8.5,8.6718,,0.27017415,3.799821229,2.132322952,2.400291386
10750.32808,80.3695,142.9889,60.5851,2.5083,21.4,2.4164,3.6705,2.0538,8.5,8.6484,,0.269090742,3.792483467,2.131633994,2.394605398
10750.65617,80.5247,143.035,59.8195,2.5128,21.75,2.4241,3.7381,2.0497,8.5,8.6483,,0.268002591,3.78517399,2.130946971,2.38784914
10750.98425,80.6801,143.0803,59.2964,2.5192,22.6,2.4214,3.8793,2.0484,8.5,8.625,,0.266904629,3.77788327,2.130272302,2.380220608
10751.31234,80.939,142.7393,60.7688,2.5261,23.03,2.3866,4.0795,2.0471,8.5,8.625,,0.263042076,3.765798935,2.13536146,2.3693644
10751.64042,81.2032,142.3786,61.5454,2.5305,23.25,2.2909,4.0444,2.0509,8.5,8.6251,,0.258952281,3.753546658,2.140771155,2.359601415
10751.9685,81.4674,142.0175,62.5928,2.5305,22.91,2.2491,3.9423,2.0518,8.5,8.6719,,0.254769396,3.74137385,2.146214375,2.351949192
10752.29659,81.7047,141.4532,63.9768,2.5271,22.61,2.2286,4.0222,2.0677,8.5,8.6719,,0.249663134,3.730507547,2.154776279,2.34669533
10752.62467,81.9391,140.8672,66.9008,2.524,22.29,2.1784,4.0508,2.0636,8.5,8.6719,,0.244316632,3.719835829,2.163740033,2.341418783
10752.95276,82.1736,140.2808,68.0645,2.5248,22.25,2.139,3.9218,2.0941,8.5,8.6719,,0.238805707,3.70922048,2.172784871,2.334367124
10753.28084,82.451,139.5305,68.1514,2.5324,22.68,2.1325,3.794,2.1065,8.5,8.6719,,0.231734443,3.696741095,2.184468629,2.323019647
10753.60892,82.7356,138.7523,69.8508,2.5468,23.28,2.1353,3.9344,2.1164,8.5,8.6718,,0.224140897,3.684024773,2.196720343,2.308474711
10753.93701,83.0195,137.9753,70.5283,2.5657,23.67,2.0764,3.7438,2.1212,8.5,8.6251,,0.216250802,3.671426593,2.209091047,2.292091297
10754.26509,82.9579,137.6944,73.1644,2.5854,22.78,2.0494,2.3481,2.1908,8.5,8.6718,,0.215095033,3.674152793,2.213597648,2.285037547
10754.59318,82.814,137.5318,74.677,2.6029,22.09,2.1625,1.6791,2.2891,8.5,8.6483,,0.215590484,3.680537107,2.216214723,2.281300307
10754.92126,82.6694,137.3685,76.3909,2.6171,21,2.2142,1.6344,2.3436,8.5,8.625,,0.216089207,3.686974866,2.2188493,2.279082353
10755.24934,82.2455,136.9613,79.0493,2.6301,19.92,2.0906,2.2426,2.3379,8.5,8.625,,0.218014018,3.705977835,2.225446166,2.285160386
10755.57743,81.7333,136.4768,77.9297,2.6435,18.9,2.4588,1.5555,2.5542,8.5,8.6251,,0.220384872,3.729202173,2.23334662,2.293645373
10755.90551,81.2202,135.9921,77.7104,2.6556,17.76,2.907,1.1919,2.6684,8.5,8.6483,,0.222759998,3.752761013,2.241306664,2.302870827
10756.2336,80.336,135.5042,80.1691,2.6619,17.31,2.2945,2.2143,2.5146,8.5,8.625,,0.229000017,3.794064927,2.249376772,2.32546009
10756.56168,79.3014,135.0148,78.7514,2.6583,16.39,1.8781,4.5331,2.2725,8.5,8.625,,0.236659867,3.843563922,2.257530286,2.357393667
10756.88976,78.2669,134.525,75.7599,2.6487,15.27,2.2809,2.4066,2.4557,8.5,8.625,,0.24414959,3.894366584,2.265749861,2.39287738
10757.21785,77.3062,133.7913,71.0961,2.64,14.11,2.767,1.3164,2.7545,8.5,8.625,,0.249399655,3.942762676,2.278175038,2.426602682
10757.54593,76.3828,132.9341,63.4654,2.6358,13.08,3.2447,1.1749,2.8934,8.5,8.6249,,0.25355826,3.990427164,2.292865412,2.457894068
10757.87402,75.46,132.0772,57.03,2.6344,12.21,3.406,1.4211,2.8748,8.5,8.5782,,0.257696735,4.03922608,2.30774123,2.488612642
10758.2021,74.7797,131.316,52.9017,2.6304,11.84,3.4754,1.7186,2.861,8.5,8.6017,,0.260038743,4.07597249,2.321118523,2.5131612
10758.53018,74.2506,130.6146,48.7662,2.6218,11.04,3.7454,1.798,2.8757,8.5,8.625,,0.261273879,4.105017333,2.333582923,2.535217451
10758.85827,73.7216,129.9134,42.2041,2.6114,10.66,3.6967,2.5526,2.8053,8.5,8.625,,0.262516118,4.134473479,2.3461783,2.558488743
10759.18635,73.1922,129.2327,36.6957,2.6056,10.33,3.4805,4.1346,2.7231,8.5,8.625,,0.263879512,4.164378171,2.358536191,2.579860889
10759.51444,72.6623,128.5677,32.3704,2.6074,10.03,3.3707,5.1233,2.6873,8.5,8.625,,0.265338523,4.194747483,2.370735418,2.597777742
10759.84252,72.1327,127.9028,28.1697,2.6141,9.75,3.2171,5.0594,2.6935,8.5,8.625,,0.26680143,4.225545418,2.383059636,2.613495012
10760.1706,71.6504,127.2652,26.3287,2.6213,9.46,3.3137,4.6282,2.7719,8.5,8.625,,0.267967928,4.253988812,2.39499879,2.627471292
10760.49869,71.2118,126.6526,26.9662,2.6259,9.17,3.6024,4.803,2.8293,8.5,8.625,,0.26885911,4.280189519,2.406583047,2.641337563
10760.82677,70.7732,126.0403,27.3276,2.6277,8.88,3.7262,5.1637,2.9049,8.5,8.625,,0.269757173,4.306714971,2.418274155,2.656796188
10761.15486,70.3062,125.4712,26.005,2.6277,8.64,3.8535,5.2277,2.9392,8.5,8.625,,0.271160455,4.335321778,2.429242727,2.674443619
10761.48294,69.8075,124.9507,25.9484,2.628,8.43,4.04,5.2584,2.9996,8.5,8.625,,0.273125097,4.36629302,2.439362084,2.693395916
10761.81102,69.3091,124.43,25.6105,2.6297,8.29,4.1375,5.2616,3.083,8.5,8.625,,0.275085764,4.397690924,2.449570039,2.711887068
10762.13911,68.8839,123.818,24.8973,2.6318,8.23,4.0789,5.3278,3.0832,8.5,8.6249,,0.275881633,4.424836573,2.461677624,2.727537899
10762.46719,68.5582,123.0821,24.6667,2.6324,8.59,4.0518,5.2785,3.1477,8.5,8.5781,,0.275086739,4.44585768,2.476395837,2.740183299
10762.79528,68.2327,122.3466,23.5616,2.6304,8.81,4.023,5.2637,3.167,8.5,8.5782,,0.274279733,4.467066377,2.491282962,2.754301686
10763.12336,67.9715,121.8373,23.5096,2.6276,8.87,4.0085,5.3539,3.2179,8.5,8.625,,0.274059412,4.484232362,2.501696935,2.766358635
10763.45144,67.817,121.7025,24.0542,2.625,9.24,4.0343,5.4402,3.2916,8.5,8.625,,0.274824397,4.494448295,2.504467862,2.774033712
10763.77953,67.6625,121.5683,24.4239,2.6228,9.81,4.0229,5.4453,3.3191,8.5,8.6249,,0.275591779,4.504710881,2.50723256,2.781533758
10764.10761,67.5184,121.6588,25.3232,2.6211,9.98,4.0377,5.3618,3.3915,8.5,8.5781,,0.277451826,4.514324984,2.50536747,2.788374005
10764.4357,67.3956,122.2087,24.2091,2.6208,9.79,4.1579,5.1546,3.438,8.5,8.5782,,0.281475294,4.522550434,2.494094119,2.793614515
10764.76378,67.2729,122.7587,23.3241,2.6234,9.86,4.3379,4.8731,3.5128,8.5,8.625,,0.285393621,4.530799178,2.482919744,2.797322612
10765.09186,67.1667,123.3933,21.0202,2.6265,9.82,4.3729,4.9224,3.5689,8.5,8.625,,0.28947462,4.537963008,2.470150324,2.800091665
10765.41995,67.1028,124.2443,20.1324,2.626,9.6,4.3692,5.0492,3.5645,8.5,8.625,,0.294089844,4.542284376,2.453231255,2.803024924
10765.74803,67.039,125.0949,20.6914,2.6213,9.26,4.4841,5.1,3.6716,8.5,8.625,,0.298546555,4.546607199,2.436550171,2.808206702
10766.07612,66.9715,125.7775,20.9477,2.6151,8.92,4.5798,5.2068,3.6834,8.5,8.625,,0.302149896,4.551189685,2.423326907,2.814367365
10766.4042,66.8918,125.9068,21.2378,2.6121,8.67,4.6416,5.3301,3.7796,8.5,8.625,,0.303370135,4.55661232,2.420838271,2.819338231
10766.73228,66.8122,126.0357,22.4305,2.6144,8.56,4.6729,5.4336,3.8004,8.5,8.625,,0.3045784,4.562041064,2.418362416,2.821455291
10767.06037,66.7264,126.0327,22.5986,2.6196,8.55,4.6388,5.5927,3.8931,8.5,8.625,,0.305262463,4.567907155,2.418419981,2.822277914
10767.38845,66.6136,125.4488,21.9654,2.624,8.55,4.6373,5.7305,3.8851,8.5,8.625,,0.303656636,4.575642211,2.42967649,2.824685772
10767.71654,66.5009,124.8648,22.2952,2.626,8.49,4.6087,5.9843,3.9407,8.5,8.625,,0.30202213,4.583396616,2.441040229,2.828395117
10768.04462,66.3801,124.2492,25.5545,2.626,8.37,4.6826,5.9902,4.0064,8.5,8.625,,0.300285578,4.591737584,2.453134507,2.833542294
10768.3727,66.2088,123.4339,28.6328,2.6241,8.22,4.8095,5.6165,4.0348,8.5,8.625,,0.298033775,4.603617646,2.46933784,2.841901724
10768.70079,66.0374,122.6186,27.2035,2.6206,8.11,4.8151,5.6349,4.1208,8.5,8.625,,0.29572879,4.615566331,2.485756647,2.85117995
10769.02887,65.8651,121.8316,25.545,2.6157,8,4.8147,5.7518,4.1407,8.5,8.625,,0.293511471,4.627640435,2.501813979,2.861314798
10769.35696,65.682,121.3321,24.7294,2.611,7.84,4.813,5.7353,4.1523,8.5,8.625,,0.292736685,4.640540787,2.512113447,2.871872522
10769.68504,65.4989,120.8326,23.3933,2.6081,7.66,4.8321,5.714,4.2438,8.5,8.625,,0.291952728,4.653513265,2.522498068,2.881501412
10770.01312,65.3241,120.3527,22.2956,2.6072,7.56,4.8256,5.7575,4.1989,8.5,8.625,,0.291180637,4.665965547,2.532556395,2.88971062
10770.34121,65.3411,120.3273,20.7308,2.6078,7.6,4.8295,5.7258,4.3236,8.5,8.625,,0.290901371,4.664751588,2.533090994,2.888626431
10770.66929,65.3581,120.302,20.0263,2.6085,7.79,4.8203,5.6792,4.3071,8.5,8.625,,0.29062213,4.663538261,2.533623714,2.887487572
10770.99738,65.3756,120.2764,20.5227,2.6076,8.05,4.8178,5.7083,4.3249,8.5,8.625,,0.290336383,4.662289906,2.534162978,2.887212762
10771.32546,65.527,120.2171,21.8176,2.6038,8.25,4.8422,5.7176,4.3681,8.5,8.625,,0.288657505,4.651517695,2.535413015,2.882643036
10771.65354,65.6797,120.1573,23.7356,2.5988,8.35,4.881,5.586,4.402,8.5,8.625,,0.286949689,4.640703292,2.536674842,2.878706399
10771.98163,65.8325,120.0983,25.0518,2.5969,8.37,4.921,5.4717,4.4152,8.5,8.625,,0.28523023,4.629932024,2.53792102,2.873075255
10772.30971,66.011,120.433,25.5167,2.5999,8.43,4.9625,5.413,4.4355,8.5,8.625,,0.28527643,4.617412249,2.530867785,2.863652585
10772.6378,66.191,120.7915,27.0205,2.6034,8.6,4.9945,5.3436,4.4122,8.5,8.625,,0.285429355,4.604855645,2.523356362,2.853944808
10772.96588,66.3709,121.1495,26.7335,2.6031,8.85,5.0506,5.2324,4.4998,8.5,8.625,,0.285579666,4.592374068,2.515899777,2.846373122
10773.29396,66.5205,121.4072,27.2705,2.5978,9.1,5.0248,5.2638,4.4202,8.5,8.625,,0.285502075,4.582046136,2.510559506,2.842867388
10773.62205,66.6665,121.6531,27.0962,2.5895,9.27,5.0422,5.1959,4.432,8.5,8.625,,0.285398415,4.57201143,2.505484858,2.841183931
10773.95013,66.8124,121.9,27.1183,2.5817,9.38,5.041,5.1245,4.3861,8.5,8.625,,0.28530108,4.562027408,2.500410172,2.839258945
10774.27822,66.9105,122.5507,26.7843,2.5796,9.47,5.063,5.0751,4.4105,8.5,8.625,,0.287651309,4.555338848,2.487133896,2.836249964
10774.6063,67,123.2741,26.8679,2.5825,9.6,4.9486,5.2395,4.3309,8.5,8.625,,0.290380647,4.549253731,2.472538838,2.830870449
10774.93438,67.0896,123.9972,27.2097,2.5851,9.79,4.8935,5.2997,4.3357,8.5,8.625,,0.293043319,4.543178078,2.458120022,2.825667694
10775.26247,67.1883,124.5513,26.1227,2.5855,9.98,4.8198,5.3481,4.2812,8.5,8.625,,0.294782857,4.536504123,2.447184413,2.821298506
10775.59055,67.2894,125.0632,26.0178,2.5842,10.08,4.7825,5.3468,4.2998,8.5,8.625,,0.296279693,4.529688183,2.437167768,2.817768084
10775.91864,67.3907,125.5749,27.3277,2.583,10.07,4.6955,5.4513,4.2823,8.5,8.625,,0.297751654,4.52287927,2.427236653,2.814185961
10776.24672,67.5489,126.0546,27.2867,2.5834,10,4.5994,5.5324,4.177,8.5,8.625,,0.298583436,4.512286655,2.417999819,2.807377752
10776.5748,67.7261,126.5238,29.3359,2.5855,9.9,4.5401,5.5361,4.1865,8.5,8.625,,0.299201253,4.500480612,2.409032925,2.798895115
10776.90289,67.9033,126.9924,31.0074,2.5883,9.78,4.4473,5.5776,4.085,8.5,8.625,,0.299810113,4.488736188,2.400143631,2.790080769
10777.23097,68.0851,127.2298,32.7053,2.5898,9.56,4.4063,5.587,4.1283,8.5,8.625,,0.299357489,4.47675042,2.395665166,2.781824769
10777.55906,68.269,127.3699,34.295,2.5892,9.25,4.3529,5.6295,4.0496,8.5,8.625,,0.298456971,4.464691148,2.393030064,2.774652645
10777.88714,68.4528,127.5093,35.093,2.5883,8.97,4.2751,5.7092,4.0058,8.5,8.625,,0.297552392,4.452703176,2.390413876,2.767683593
10778.21522,68.5586,127.3609,36.2529,2.5885,8.84,4.2133,5.7577,4.009,8.5,8.625,,0.29600388,4.445831741,2.393199169,2.76330573
10778.54331,68.6236,127.0614,35.0928,2.5893,8.83,4.1468,5.776,3.9114,8.5,8.625,,0.294095611,4.441620667,2.398840246,2.760261828
10778.87139,68.6883,126.7614,31.8935,2.5902,8.84,4.1072,5.7066,3.901,8.5,8.625,,0.292161728,4.437436943,2.404517464,2.757182702
10779.19948,68.6332,126.2343,30.8106,2.59,8.81,4.079,5.6183,3.8695,8.5,8.625,,0.290169648,4.4409994,2.414557692,2.759502758
10779.52756,68.501,125.5608,28.3445,2.5881,8.78,4.0242,5.5576,3.7977,8.5,8.625,,0.288118262,4.449570079,2.427509223,2.765843003
10779.85564,68.3685,124.8871,26.8751,2.5843,8.76,3.972,5.4916,3.8008,8.5,8.625,,0.286027173,4.458193466,2.440604354,2.773239946
10780.18373,68.1523,124.1233,26.507,2.5807,8.74,3.9057,5.5109,3.7239,8.5,8.625,,0.284203798,4.472336223,2.455622756,2.783977268
10780.51181,67.8704,123.2889,26.3212,2.5791,8.74,3.8487,5.4719,3.7072,8.5,8.625,,0.282589446,4.490912091,2.472242027,2.796407532
10780.8399,67.5884,122.455,24.9185,2.5799,8.78,3.7836,5.2284,3.6641,8.5,8.6249,,0.280944836,4.509649585,2.48907762,2.80763961
10781.16798,67.3083,121.8058,23.9813,2.5819,9.17,3.7649,4.9131,3.6083,8.5,8.5781,,0.280210593,4.528416258,2.502343895,2.818231288
10781.49606,67.0298,121.3329,23.7698,2.5835,8.96,3.7599,4.5836,3.64,8.5,8.5782,,0.2803727,4.547231231,2.512096884,2.82906422
10781.82415,66.7514,120.8603,23.4585,2.5843,9.07,3.7502,4.0361,3.5994,8.5,8.625,,0.280536582,4.566196364,2.521919936,2.840423651
10782.15223,66.5175,120.517,24.3532,2.5845,9.29,3.7316,3.7291,3.6071,8.5,8.625,,0.280956495,4.582252791,2.529103778,2.850301334
10782.48031,66.3349,120.3234,23.9747,2.5852,9.73,3.6771,3.5388,3.6146,8.5,8.625,,0.281673931,4.594866352,2.533173098,2.857760376
10782.8084,66.1524,120.1303,24.8885,2.5868,10.36,3.5832,3.3318,3.5529,8.5,8.625,,0.282393078,4.607542583,2.537244975,2.864757939
10783.13648,66.0176,120.1207,26.6653,2.5885,11.05,3.5483,3.1324,3.5731,8.5,8.625,,0.283612796,4.616950631,2.53744775,2.869664638
10783.46457,65.9499,120.3686,27.6283,2.5885,11.69,3.4924,3.021,3.5406,8.5,8.625,,0.285516373,4.621690101,2.532221859,2.872610454
10783.79265,65.8825,120.6169,29.7196,2.5847,12.28,3.4201,2.9262,3.5008,8.5,8.625,,0.287395553,4.626418245,2.527009068,2.877662256
10784.12073,65.8989,121.0203,34.3321,2.5766,12.94,3.3575,2.8774,3.4946,8.5,8.625,,0.289257474,4.625266886,2.518585725,2.881464651
10784.44882,66.0593,121.6896,39.7024,2.5664,13.74,3.2509,2.9029,3.4204,8.5,8.625,,0.291094855,4.614036177,2.504733354,2.880174639
10784.7769,66.2198,122.3593,44.5718,2.5569,14.65,3.1555,2.8999,3.3928,8.5,8.625,,0.292898314,4.602852923,2.491024385,2.878526463
10785.10499,66.4579,123.148,47.4146,2.5499,15.58,3.0404,3.0208,3.3141,8.5,8.625,,0.294550938,4.586362193,2.475070647,2.87214773
10785.43307,66.8605,124.189,50.5131,2.5449,16.34,2.9836,3.0855,3.2664,8.5,8.625,,0.295923611,4.558745448,2.454323652,2.857656223
10785.76115,67.2634,125.2302,54.2872,2.5411,16.87,2.9552,3.0807,3.2598,8.5,8.625,,0.297263467,4.531439089,2.433917697,2.842662291
10786.08924,67.7349,126.3124,57.0174,2.5385,17.25,2.9107,3.0976,3.1887,8.5,8.625,,0.298183553,4.499895918,2.413064751,2.824319892
10786.41732,68.3895,127.5043,59.2614,2.5376,17.58,2.8796,3.1068,3.1617,8.5,8.625,,0.298055539,4.456824513,2.390507614,2.797782512
10786.74541,69.0441,128.6964,61.5446,2.537,17.83,2.8539,3.1099,3.1023,8.5,8.625,,0.297930704,4.414569818,2.368364616,2.771584706
10787.07349,69.7104,129.9049,62.1013,2.5353,17.9,2.8417,3.1018,3.0905,8.5,8.625,,0.297784465,4.372374854,2.346331817,2.746013764
10787.40157,70.4166,131.1704,64.5021,2.5324,17.78,2.8172,3.1549,3.0303,8.5,8.625,,0.297565682,4.328524808,2.32369498,2.720030404
10787.72966,71.1228,132.4359,67.0216,2.5295,17.59,2.815,3.1744,3.0288,8.5,8.625,,0.297350866,4.285545563,2.301490759,2.694565686
10788.05774,71.831,133.6712,69.4065,2.5276,17.43,2.8109,3.202,2.9963,8.5,8.625,,0.296995124,4.243293286,2.280221918,2.669001862
10788.38583,72.5485,134.7661,68.8651,2.5268,17.32,2.8002,3.2546,2.9361,8.5,8.625,,0.295974835,4.201327388,2.261696376,2.643023905
10788.71391,73.266,135.8608,68.315,2.5267,17.23,2.801,3.2839,2.933,8.5,8.625,,0.294965464,4.160183441,2.243472731,2.617192342
10789.04199,73.9418,136.8988,66.7827,2.5281,17.17,2.7951,3.3281,2.8814,8.5,8.625,,0.294054753,4.122160943,2.226462175,2.592554052
10789.37008,74.3373,137.5548,65.6481,2.5314,17.09,2.7964,3.3487,2.8865,8.5,8.625,,0.293732176,4.100229629,2.215844158,2.577079354
10789.69816,74.7328,138.2106,67.3601,2.5358,16.94,2.7832,3.3981,2.8578,8.5,8.625,,0.293411348,4.078530444,2.205330127,2.561216021
10790.02625,75.1123,138.8266,67.3054,2.5382,16.71,2.7822,3.3954,2.8363,8.5,8.6251,,0.29304999,4.057923935,2.195544658,2.547070595
10790.35433,75.3107,138.993,64.8764,2.5366,16.2,2.7785,3.3879,2.8239,8.5,8.6719,,0.292205062,4.04723366,2.19291619,2.541161602
10790.68241,75.509,139.1595,62.5508,2.5317,16.42,2.7742,3.3879,2.7821,8.5,8.6718,,0.291360131,4.036604908,2.190292434,2.536939574
10791.0105,75.7025,139.3105,64.8997,2.5265,16.49,2.7756,3.3945,2.8009,8.5,8.625,,0.290485546,4.026287111,2.187918355,2.53305774
10791.33858,75.7593,139.0188,66.0147,2.5231,16.64,2.7599,3.4191,2.7619,8.5,8.625,,0.288784318,4.02326843,2.192509215,2.532863454
10791.66667,75.8161,138.7271,65.7992,2.5219,16.76,2.7575,3.3969,2.7678,8.5,8.625,,0.287062798,4.020254273,2.19711938,2.531567965
10791.99475,75.8728,138.4359,62.6359,2.5216,16.78,2.7554,3.3988,2.7703,8.5,8.625,,0.285323668,4.017249924,2.201741022,2.529826592
10792.32283,75.8985,138.3651,62.2024,2.522,16.7,2.7452,3.3917,2.7339,8.5,8.625,,0.284801062,4.015889642,2.202867631,2.528769406
10792.65092,75.9237,138.298,60.4839,2.5234,16.5,2.7511,3.3297,2.7467,8.5,8.625,,0.284297297,4.014556719,2.203936427,2.527228723
10792.979,75.9487,138.2307,60.8048,2.5259,16.24,2.7473,3.3139,2.7131,8.5,8.6249,,0.283792654,4.01323525,2.205009452,2.525146281
10793.30709,75.9242,138.0467,60.5731,2.528,15.91,2.7517,3.2646,2.719,8.5,8.5782,,0.283166283,4.014530282,2.20794847,2.52491175
10793.63517,75.8963,137.8548,58.3944,2.529,15.54,2.7711,3.1518,2.7269,8.5,8.625,,0.282528696,4.01600605,2.211022032,2.5253405
10793.96325,75.8685,137.6631,56.3887,2.5287,15.16,2.7621,3.1527,2.7142,8.5,8.625,,0.281887618,4.017477609,2.214100946,2.526415695
10794.29134,75.8533,137.4855,55.3166,2.5269,14.85,2.7648,3.104,2.7299,8.5,8.625,,0.281202959,4.018282659,2.216961061,2.527821803
10794.61942,75.8397,137.3098,55.7956,2.5237,14.62,2.7566,3.0661,2.7082,8.5,8.625,,0.280509878,4.01900324,2.219797859,2.529877499
10794.94751,75.8257,137.1335,54.6446,2.5204,14.42,2.763,3.0058,2.7214,8.5,8.625,,0.279813483,4.019745284,2.22265165,2.532000569
10795.27559,75.7135,136.6953,52.8688,2.5179,14.28,2.7597,2.9757,2.7047,8.5,8.625,,0.278719112,4.025702154,2.229776737,2.537011297
10795.60367,75.5824,136.2071,53.1301,2.5169,14.29,2.7674,2.9291,2.707,8.5,8.625,,0.277537234,4.032684858,2.237768809,2.54191664
10795.93176,75.4511,135.7192,53.3322,2.5179,14.47,2.7708,2.8986,2.7121,8.5,8.625,,0.276343863,4.039702536,2.245813415,2.545834386
10796.25984,75.2825,135.3283,54.1836,2.5206,14.69,2.7554,2.9063,2.6905,8.5,8.625,,0.275924282,4.048749709,2.252300517,2.55016901
10796.58793,75.104,134.963,57.9504,2.5225,14.74,2.7511,2.8906,2.6935,8.5,8.625,,0.275710548,4.05837239,2.258396746,2.555267124
10796.91601,74.9255,134.5979,60.4382,2.5244,14.8,2.7407,2.8803,2.6797,8.5,8.625,,0.275496423,4.068040921,2.264522701,2.560390618
10797.24409,74.759,134.2655,60.9141,2.5235,14.73,2.7361,2.877,2.6625,8.5,8.625,,0.275335025,4.077101085,2.270128961,2.566550563
10797.57218,74.5966,133.9443,59.8712,2.5217,14.72,2.7323,2.8743,2.6801,8.5,8.625,,0.275191393,4.085977109,2.275572757,2.573055892
10797.90026,74.4345,133.6241,60.3919,2.52,14.86,2.723,2.8786,2.6469,8.5,8.625,,0.275049233,4.09487536,2.281025653,2.579529013
10798.22835,74.3477,133.6728,62.9609,2.5195,15.13,2.7166,2.8912,2.6593,8.5,8.6251,,0.276045154,4.099656075,2.280194624,2.582796823
10798.55643,74.2938,133.883,63.7284,2.5192,15.16,2.6974,2.9235,2.6453,8.5,8.6719,,0.277528048,4.102630368,2.276614656,2.58482453
10798.88451,74.2401,134.093,64.4376,2.5179,15.49,2.6796,2.962,2.6163,8.5,8.6719,,0.278994223,4.105597918,2.273049302,2.587361881
10799.2126,74.3017,134.2034,63.7889,2.5157,15.77,2.672,2.9837,2.6326,8.5,8.6718,,0.278990127,4.102194162,2.271179419,2.586346972
10799.54068,74.4258,134.2597,62.8976,2.5143,16.28,2.6403,3.0577,2.6024,8.5,8.625,,0.278191879,4.09535403,2.27022703,2.582753171
10799.86877,74.5502,134.3165,63.3967,2.5148,16.38,2.6295,3.0883,2.6008,8.5,8.625,,0.27739134,4.088520219,2.269266993,2.578187058
10800.19685,74.7839,134.5097,61.8826,2.5164,16.39,2.6215,3.0972,2.6025,8.5,8.625,,0.276298807,4.075743576,2.266007582,2.569313001
